,city,hotel,reviewer,review,polarity,aspect_terms,P_sentiment,N_sentiment
35,Makati,Isabelle Royale Hotel & Suites,Jadyan3,Have friendly and helpful staff though.,0.375,staff,Positive,NULL
36,Makati,Isabelle Royale Hotel & Suites,KatrineG777,Sour staff all over.,-0.15,staff,NULL,Negative
37,Makati,Isabelle Royale Hotel & Suites,Patrik L,The staff was friendly and helpful.,0.375,staff,Positive,NULL
38,Makati,Isabelle Royale Hotel & Suites,TomerShalmon,"More than that, the staff don't help you with nothing if you need a help, and sometimes even tell you wrong answers to your questions.",-0.5,staff,NULL,Negative
39,Makati,Isabelle Royale Hotel & Suites,jencam83,The staff at the hotel were friendly and advised us that the taxi should have been 300 pesos at the most!,0.375,staff hotel,Positive,NULL
40,Makati,Isabelle Royale Hotel & Suites,emad1900,- surcharge wifi (before it was free).,0.4,wifi,Positive,NULL
41,Makati,Isabelle Royale Hotel & Suites,Alpeace,Free wifi was NOT available in rooms,0.4,wifi,Positive,NULL
42,Makati,Isabelle Royale Hotel & Suites,Michael-de'Shaw... S,When you arrive the free wifi internet is in the lobby only.,0.4,wifi,Positive,NULL
43,Makati,Isabelle Royale Hotel & Suites,Jay-R E,There is only free wifi in the reception area.,0.4,wifi,Positive,NULL
44,Makati,Isabelle Royale Hotel & Suites,Jay-R E,"Down side was that there was no free wifi in room, you have to pay for it.",0.4,wifi,Positive,NULL
45,Makati,Isabelle Royale Hotel & Suites,KatrineG777,Free wifi only in reception.,0.4,wifi,Positive,NULL
46,Makati,Isabelle Royale Hotel & Suites,Valeriia K,"-no wifi in room, very slow wifi in smelly lobby.",-0.3,wifi wifi,NULL,Negative
