,city,hotel,reviewer,review,polarity,aspect_terms,P_sentiment,N_sentiment
26,Pasig,The Exchange Regency Residence Hotel,Kathryn B.,Super wow in everything the room are clean and tidy.,0.35,room,Positive,NULL
27,Pasig,The Exchange Regency Residence Hotel,Sam M,When we arrived at the room (Deluxe Twin) We were surprised!,0.35,room,Positive,NULL
28,Pasig,The Exchange Regency Residence Hotel,Jan Paulo M,The game room was fun it had a billard table.,-0.05,room,NULL,Negative
29,Pasig,The Exchange Regency Residence Hotel,LAquino01,"Premier room for Php4200 vs on its published rate, Php8000 seems to be a great deal.",0.8,room,Positive,NULL
30,Pasig,The Exchange Regency Residence Hotel,LAquino01,"To our surprise, the room is not what we've expected.",-0.1,room,NULL,Negative
31,Pasig,The Exchange Regency Residence Hotel,Lorenzo Mercado,The price for the room is cheap and reasonable.,0.3,room,Positive,NULL
32,Pasig,The Exchange Regency Residence Hotel,John Alfred Lodronio,"It was also nice that our room was complete with a blower, a mini fridge and an electric kettle.",0.35,room,Positive,NULL
33,Pasig,The Exchange Regency Residence Hotel,Dalemonte15,The room was spacious perfect for playing games with friends.,0.3,room,Positive,NULL
34,Pasig,The Exchange Regency Residence Hotel,Nic Roxas,The room has some small cockroaches but it is fine.,0.083,room,Positive,NULL
35,Pasig,The Exchange Regency Residence Hotel,RMari Diaz,The suite room is really spacious and basic kitchenware are available.,0.2,room,Positive,NULL
36,Pasig,The Exchange Regency Residence Hotel,Allison S,The room is okay.,0.5,room,Positive,NULL
37,Pasig,The Exchange Regency Residence Hotel,Rei Villacorta,Although the room we had was kind of outdated and also has cockroaches.. we still had fun staying at this hotel!,0.167,room,Positive,NULL
38,Pasig,The Exchange Regency Residence Hotel,Sammy Luis,I booked their Deluxe Queen room and it had the basic amenities that I might need although I brought my own toiletries.,0.3,room,Positive,NULL
39,Pasig,The Exchange Regency Residence Hotel,John Lester J,I also ask for room slippers it also took me 3 times before I was able to get that.,0.5,room,Positive,NULL
40,Pasig,The Exchange Regency Residence Hotel,wandermanila,I have photo evidence of the actual room state with broken floors.,-0.2,room,NULL,Negative
41,Pasig,The Exchange Regency Residence Hotel,Sam C,"I booked last january 2020 with my husband, luckily we got the room with perfect view, the room was simple yet cleaned.",0.333,room room,Positive,NULL
